Left Elbow,Right Elbow,Left Knee,Right Knee
126.5505129,58.12378618,76.53913792,72.3256726
127.1198931,62.89301954,80.56167749,79.23756357
124.9007941,126.1464394,59.03776274,66.66348551
125.37765,125.1960593,43.6089981,67.16369607
115.7690355,81.91355439,23.25029625,69.32079558
117.0074193,105.8588662,16.6566025,58.45736855
130.2872258,69.19752148,14.41842914,59.9328618
130.5817013,79.473835,18.89087977,58.29063946
128.048346,67.24104518,12.0453304,53.78240909
124.9187683,60.30024652,12.07931985,51.39577195
128.4916837,66.98447879,8.453751025,46.81232077
129.4511007,60.84167036,9.028762761,48.44423585
136.0622854,46.71760814,8.018298411,42.07853999
133.6372484,37.41516475,7.912851739,44.64237238
134.086475,41.02715806,7.103517961,41.82235264
131.8128911,43.00415929,7.865326261,42.74568335
134.2487915,37.35685938,8.399289282,43.47196848
134.8469648,41.57870469,8.245026956,44.10632578
135.3752507,41.33974521,6.946526026,43.40416459
132.5000679,39.28666955,8.061522339,47.58914524
133.1146034,40.44376198,8.184365146,45.44485443
132.9645285,41.33266987,8.862253433,46.2049109
132.0152714,40.3366686,12.68758395,54.35083223
131.0734269,35.2652768,14.5122338,54.8993824
124.6491704,23.37571526,18.92014177,62.8410501
119.3002431,16.36316236,21.91322021,71.71530831
117.3365118,10.78744728,18.12552113,71.0276857
114.1718236,8.726219526,13.94527062,58.66515423
120.7555617,15.984201,10.73183578,47.82828121
123.517399,23.15794458,6.966254488,21.81343179
